ID,Label,Glottocode,ISO639P3code,Name,Family,Latitude,Longitude,Project,ProjectFile,EntryDate,Comment,Link
p_morgan1871republicanpawneepawn1254,Morgan1871_Republican_Pawnee_pawn1254,pawn1254,paw,Pawnee,,36.2862,-96.8937,parabank,Morgan1871 Republican Pawnee pawn1254.txt,,,
p_morgan1871sawkandfoxmesk1242,Morgan1871_Sawk_and_Fox_mesk1242,mesk1242,sac,Meskwaki,Algic,44.0,-89.0,parabank,Morgan1871 Sawk and Fox mesk1242.txt,,,
p_morgan1871senecasene1264,Morgan1871_Seneca_sene1264,sene1264,see,Seneca,,42.56,-77.53,parabank,Morgan1871 Seneca sene1264.txt,,,
p_morgan1871shawneeshaw1249,Morgan1871_Shawnee_shaw1249,shaw1249,sjw,Shawnee,Algic,40.0,-83.0,parabank,Morgan1871 Shawnee shaw1249.txt,,,
p_morgan1871shiyanchey1247,Morgan1871_Shiyan_chey1247,chey1247,chy,Cheyenne,Algic,45.5321,-106.659,parabank,Morgan1871 Shiyan chey1247.txt,,,
p_morgan1871slavelakeindiansorachaotinneslav1253,Morgan1871_Slave_Lake_Indians_or_A-cha'o-tin-ne_slav1253,slav1253,den,Slave,,,,parabank,Morgan1871 Slave Lake Indians or A-cha'o-tin-ne slav1253.txt,,,
p_morgan1871spokanespok1245,Morgan1871_Spokäne_spok1245,spok1245,spo,Spokane,Salishan,47.9087,-118.062,parabank,Morgan1871 Spokäne spok1245.txt,,,
p_morgan1871tabascochontalchontaltabascotaba1266,Morgan1871_Tabasco_Chontal_(Chontal_Tabasco)_taba1266,taba1266,chf,Tabasco Chontal,,18.1713,-92.7367,parabank,Morgan1871 Tabasco Chontal (Chontal Tabasco) taba1266.txt,,,
p_morgan1871tamiltami1289,Morgan1871_Tamil_tami1289,tami1289,tam,Tamil,Dravidian,10.520219,78.825989,parabank,Morgan1871 Tamil tami1289.txt,,,
p_morgan1871telugutelu1262,Morgan1871_Telugu_telu1262,telu1262,tel,Telugu,Dravidian,16.4529,78.7024,parabank,Morgan1871 Telugu telu1262.txt,,,
p_morgan1871tesuquetesu1245,Morgan1871_Tesuque_tesu1245,tesu1245,,Tesuque,,,,parabank,Morgan1871 Tesuque tesu1245.txt,,,
p_morgan1871tukuthegwic1235,Morgan1871_Tukuthe_gwic1235,gwic1235,gwi,Gwich'in,,67.4307,-142.963,parabank,Morgan1871 Tukuthe gwic1235.txt,,,
p_morgan1871tuscaroratusc1257,Morgan1871_Tuscarora_tusc1257,tusc1257,tus,Tuscarora,,43.1303,-79.4214,parabank,Morgan1871 Tuscarora tusc1257.txt,,,
p_morgan1871twomountainiroquioslaur1250,Morgan1871_Two_Mountain_Iroquios_laur1250,laur1250,lre,Laurentian,,45.33,-72.5,parabank,Morgan1871 Two Mountain Iroquios laur1250.txt,,,
p_morgan1871utahstabegwachesutes1238,Morgan1871_Utahs_(Tabegwaches)_utes1238,utes1238,ute,Ute-Southern Paiute,Uto-Aztecan,40.0965,-110.305,parabank,Morgan1871 Utahs (Tabegwaches) utes1238.txt,,,
p_morgan1871weawnucl1653,Morgan1871_Weaw_nucl1653,nucl1653,,Nuclear Miami,Algic,,,parabank,Morgan1871 Weaw nucl1653.txt,,,
p_morgan1871westerncanadianinuktituteskimowestofhudsonsbaywest2618,"Morgan1871_Western_Canadian_Inuktitut_(Eskimo,_West_of_Hudson's_Bay)_west2618",west2618,ikt,Western Canadian Inuktitut,,64.3486,-96.148,parabank,"Morgan1871 Western Canadian Inuktitut (Eskimo, West of Hudson's Bay) west2618.txt",,,
p_morgan1871winnebagoewinn1245,Morgan1871_Winnebagoe_winn1245,winn1245,,Winnebago-Chiwere,,,,parabank,Morgan1871 Winnebagoe winn1245.txt,,,
p_morgan1871woodscreecreeofthewoodswood1236,Morgan1871_Woods_Cree_(Cree_of_the_Woods)_wood1236,wood1236,cwd,Woods Cree,Algic,57.0,-99.0,parabank,Morgan1871 Woods Cree (Cree of the Woods) wood1236.txt,,,
p_morgan1871wyandotewyan1247,Morgan1871_Wyandote_wyan1247,wyan1247,wya,Huron-Wyandot,,44.33,-77.5,parabank,Morgan1871 Wyandote wyan1247.txt,,,
p_morgan1871yakamayaki1237,Morgan1871_Yakama_yaki1237,yaki1237,yak,Northwest Sahaptin,,46.2655,-120.756,parabank,Morgan1871 Yakama yaki1237.txt,,,
p_moriatasmori1269,Mori_Atas_mori1269,mori1269,mzq,Mori Atas,Austronesian,-2.2555,121.035,parabank,Mori Atas mori1269.txt,20161209,,
p_moribawahmori1268,Mori_Bawah_mori1268,mori1268,xmz,Mori Bawah,Austronesian,-2.56016,121.37,parabank,Mori Bawah mori1268.txt,20161209,,
p_moronenemoro1287,Moronene_moro1287,moro1287,mqn,Moronene,Austronesian,-4.62361,121.824,parabank,Moronene moro1287.txt,20161209,,
p_mortlockesemort1237,Mortlockese_mort1237,mort1237,mrl,Mortlockese,Austronesian,5.50735,153.710778,parabank,Mortlockese mort1237.txt,20170705,,
p_motamota1237,Mota_mota1237,mota1237,mtt,Mota,Austronesian,-13.835361,167.690924,parabank,Mota mota1237.txt,20170705,,
p_motumotu1246,Motu_motu1246,motu1246,meu,Motu,Austronesian,-9.67492,147.424,parabank,Motu motu1246.txt,20170705,,
p_moukmouk1240,Mouk_mouk1240,mouk1240,,Mouk,Austronesian,,,parabank,Mouk mouk1240.txt,20170109,,
p_muduapavitumudu1242,Muduapa_(Vitu)_mudu1242,mudu1242,wiv,Muduapa,Austronesian,-4.69751,149.489,parabank,Muduapa (Vitu) mudu1242.txt,2017024,his/her = -na,
p_munamuna1247,Muna_muna1247,muna1247,mnb,Muna,Austronesian,-5.40419,122.541,parabank,Muna muna1247.txt,20170706,,
p_munggavarennellmung1271,Munggava_(Rennell)_mung1271,mung1271,,Munggava,Austronesian,,,parabank,Munggava (Rennell) mung1271.txt,20170511,hai- prefix to most of the basic kinship terms indicating a reciprocal relationship between the base and closely associate kin (reciprocate),
p_mungikibellonamung1270,Mungiki_(Bellona)_mung1270,mung1270,,Mungiki,Austronesian,,,parabank,Mungiki (Bellona) mung1270.txt,,,
p_murrinhpathamurr1258,Murrinhpatha_murr1258,murr1258,mwf,Murriny Patha,,-14.74852,129.70152,parabank,Murrinhpatha_murr1258.txt,20191111,,
p_mussauemiramuss1246,Mussau-Emira_muss1246,muss1246,emi,Mussau-Emira,Austronesian,-1.44105,149.624,parabank,Mussau-Emira muss1246.txt,20170706,,
p_mwotlapmotl1237,Mwotlap_motl1237,motl1237,mlv,Mwotlap,Austronesian,-13.655015,167.706277,parabank,Mwotlap motl1237.txt,20180109,,
p_nafsansout2856,Nafsan_sout2856,sout2856,erk,South Efate,Austronesian,-17.7006,168.377,parabank,Nafsan sout2856.txt,,"Nafsan informants Marinette Kalpram, Joel Kalpram. Note, the labial-velar is officially written with a tilde over a ‘p’ but I don’t have that keyboard function so am using ‘kp’.",
p_nagenage1237,Nage_nage1237,nage1237,nxe,Nage,Austronesian,-8.70513,121.31,parabank,Nage nage1237.txt,2017024,,
p_nahavaqsout2857,Nahavaq_sout2857,sout2857,sns,Nahavaq,Austronesian,-16.5116,167.477,parabank,Nahavaq sout2857.txt,20170706,,
p_nakanainaka1262,Nakanai_naka1262,naka1262,nak,Nakanai,Austronesian,-5.59931,150.888,parabank,Nakanai naka1262.txt,20170704,,
p_naliklukuramaunali1244,Nalik_(Lukuramau)_nali1244,nali1244,nal,Nalik,Austronesian,-2.94411,151.332,parabank,Nalik (Lukuramau) nali1244.txt,20170326,,
p_nalikmadinanali1244b,Nalik_(Madina)_nali1244b,nali1244,nal,Nalik,Austronesian,-2.94411,151.332,parabank,Nalik (Madina) nali1244b.txt,,,
p_namakuranama1268,Namakura_nama1268,nama1268,nmk,Namakura,Austronesian,-16.8979,168.569,parabank,Namakura nama1268.txt,30.7.18,,
p_namakuranama1268b,Namakura_nama1268b,nama1268,nmk,Namakura,Austronesian,-16.8979,168.569,parabank,Namakura nama1268b.txt,,,
p_namanama1266,Nama_nama1266,nama1266,nmx,Nama (Papua New Guinea),,-8.66403,141.706,parabank,Nama nama1266.txt,20170119,,
p_namanlitz1237,Naman_litz1237,litz1237,lzl,Naman,Austronesian,-16.1331,167.415,parabank,Naman litz1237.txt,20171025,,
p_nambonamb1293,Nambo_namb1293,namb1293,ncm,Nambo,,-8.74501,141.931,parabank,Nambo namb1293.txt,,,
p_nanggunang1262,Nanggu_nang1262,nang1262,ngr,Nanggu,Austronesian,-10.7441,165.887,parabank,Nanggu nang1262.txt,20170706,,
p_negwayagwoiayagw1240,Negwa_(Yagwoia)_yagw1240,yagw1240,ygw,Yagwoia,,-7.14042,145.854,parabank,Negwa (Yagwoia) yagw1240.txt,20170127,,
p_nehanneha1247,Nehan_neha1247,neha1247,nsn,Nehan,Austronesian,-4.56875,154.2,parabank,Nehan neha1247.txt,20170707,,
p_nemeneme1244,Neme_neme1244,neme1244,nex,Neme,,-8.44877,141.849,parabank,Neme neme1244.txt,,,
p_nengoneneng1238,Nengone_neng1238,neng1238,nen,Nengone,Austronesian,-21.5305,167.964,parabank,Nengone neng1238.txt,20170404,,
p_nennenn1238,Nen_nenn1238,nenn1238,nqn,Nen,,-8.62183,142.032,parabank,Nen nenn1238.txt,,,
p_nennenn1238a,Nen_nenn1238a,nenn1238,nqn,Nen,,-8.62183,142.032,parabank,Nen nenn1238a.txt,,,
p_nesenese1235,Nese_nese1235,nese1235,,Nese,Austronesian,-15.952608,167.222769,parabank,Nese nese1235.txt,20170707,,
p_neveeivinm1237,Neve'ei_vinm1237,vinm1237,vnm,Neve'ei,Austronesian,-16.2253,167.427,parabank,Neve'ei vinm1237.txt,20171025,,
p_neveeivinm1237a,Neve'ei_vinm1237a,vinm1237,vnm,Neve'ei,Austronesian,-16.2253,167.427,parabank,Neve'ei vinm1237a.txt,,,
p_neververling1265,Neverver_ling1265,ling1265,lgk,Neverver,Austronesian,-16.1986,167.499,parabank,Neverver ling1265.txt,20171027,,
p_ngunangun1274,Nguna_ngun1274,ngun1274,,Nguna,Austronesian,,,parabank,Nguna ngun1274.txt,20180123,,
p_niuafoouniua1240,Niuafo'ou_niua1240,niua1240,num,Niuafo'ou,Austronesian,-15.6014,-175.64,parabank,Niuafo'ou niua1240.txt,20181015,,https://glottolog.org/resource/reference/id/104176
p_niueniue1239,Niue_niue1239,niue1239,niu,Niuean,Austronesian,-19.06,-169.86,parabank,Niue niue1239.txt,,,
p_northambrymnort2839,North_Ambrym_nort2839,nort2839,mmg,North Ambrym,Austronesian,-16.1741,168.14,parabank,North Ambrym nort2839.txt,20180117,,
p_northefatengunanakanamanganort2836,"North_Efate_(Nguna,_Nakanamanga)_nort2836",nort2836,llp,North Efate,Austronesian,-17.5774,168.375,parabank,"North Efate (Nguna, Nakanamanga) nort2836.txt",20180109,,
p_northtannanort2847,North_Tanna_nort2847,nort2847,tnn,North Tanna,Austronesian,-19.3733,169.303,parabank,North Tanna nort2847.txt,20180215,,
p_numbaminumb1247,Numbami_numb1247,numb1247,sij,Numbami,Austronesian,-7.52806,147.298,parabank,Numbami numb1247.txt,20170709,,http://faroutliers.blogspot.de/2008/10/numbami-kinship-terminology-png.html
p_nyawayginyaw1247,Nyawaygi_nyaw1247,nyaw1247,nyt,Nyawaygi,Pama-Nyungan,-18.8743,146.216,parabank,Nyawaygi nyaw1247.txt,20170321,,
p_nyulnyulnyul1247,Nyulnyul_nyul1247,nyul1247,nyv,Nyulnyul,,-16.9129,122.851,parabank,Nyulnyul nyul1247.txt,20161130,,
p_olalolal1237,Olal_olal1237,olal1237,,Olal,Austronesian,,,parabank,Olal olal1237.txt,20180123,,
p_oldjavanesekawikawi1241,Old_Javanese_(Kawi)_kawi1241,kawi1241,kaw,Kawi,Austronesian,-7.0,111.0,parabank,Old Javanese (Kawi) kawi1241.txt,20170709,,
p_oldraparaparapa1245,Old_Rapa_(Rapa)_rapa1245,rapa1245,ray,Old Rapa,Austronesian,-27.6304,-144.338,parabank,Old Rapa (Rapa) rapa1245.txt,20170518,,
p_owasantaanaowaa1237,Owa_(Santa_Ana)_owaa1237,owaa1237,stn,Owa,Austronesian,-10.82553,162.30467,parabank,Owa (Santa Ana) owaa1237.txt,20170716,,
p_pacohpaco1243,Pacoh_paco1243,paco1243,pac,Pacoh,Austroasiatic,16.3353,107.094,parabank,Pacoh paco1243.txt,20161121,,
p_padoepado1242,Padoe_pado1242,pado1242,pdo,Padoe,Austronesian,-2.60642,121.236,parabank,Padoe pado1242.txt,20161209,,
p_pagupagu1249,Pagu_pagu1249,pagu1249,pgu,Pagu,,1.2134,127.78,parabank,Pagu pagu1249.txt,20170612,Data incomplete and source word list requires interpretation,
p_paicipaic1239,Paici_paic1239,paic1239,pri,Paicî,Austronesian,-21.096,165.15,parabank,Paici paic1239.txt,,"Orthography doesn't show tones. For explanation of orthography, see Rivierre, C.-J. 1983. Dictionnaire paicî-français, suivi d'un lexique français-paici. Paris, SELAF.",
p_paiwanpaiw1248,Paiwan_paiw1248,paiw1248,pwn,Paiwan,Austronesian,22.3271,120.806,parabank,Paiwan paiw1248.txt,20170709,,
p_palauanpala1344,Palauan_pala1344,pala1344,pau,Palauan,Austronesian,7.34138,134.476678,parabank,Palauan pala1344.txt,20170710,,
p_paluaibalu1257,Paluai_balu1257,balu1257,blq,Paluai,Austronesian,-2.5604,147.282,parabank,Paluai balu1257.txt,,,
p_pamapaamanesepaam1238,Pama_(Paamanese)_paam1238,paam1238,pma,Paama,Austronesian,-16.47548,168.23693,parabank,Pama (Paamanese) paam1238.txt,,,
p_pampangakampampanganpamp1243,Pampanga_(Kampampangan)_pamp1243,pamp1243,pam,Pampanga,Austronesian,14.9603,120.502,parabank,Pampanga (Kampampangan) pamp1243.txt,20170621,,
p_pangasinanpang1290,Pangasinan_pang1290,pang1290,pag,Pangasinan,Austronesian,15.9377,120.365,parabank,Pangasinan pang1290.txt,20170711,,
p_patanipata1260,Patani_pata1260,pata1260,ptn,Patani,Austronesian,0.34096,128.634,parabank,Patani pata1260.txt,20170612,Data incomplete and source word list requires interpretation,
p_pendaupend1242,Pendau_pend1242,pend1242,ums,Pendau,Austronesian,-0.11396,119.862,parabank,Pendau pend1242.txt,20161207,,
p_penrhyntongarevapenr1237,Penrhyn_(Tongareva)_penr1237,penr1237,pnh,Māngarongaro,Austronesian,-9.082238,-157.922908,parabank,Penrhyn (Tongareva) penr1237.txt,20170518,,
p_petapatajetaje1237a,Petapa_Taje_taje1237a,taje1237,pee,Taje,Austronesian,-0.72583,120.078,parabank,Petapa Taje taje1237a.txt,,,
p_plateaumalagasyplat1254,Plateau_Malagasy_plat1254,plat1254,plt,Plateau Malagasy,Austronesian,-19.5907,47.1211,parabank,Plateau Malagasy plat1254.txt,20170704,,
p_pohnpeianpohn1238,Pohnpeian_pohn1238,pohn1238,pon,Pohnpeian,Austronesian,6.87212,158.223,parabank,Pohnpeian pohn1238.txt,20170711,,
p_pohnpeianpohn1238a,Pohnpeian_pohn1238a,pohn1238,pon,Pohnpeian,Austronesian,6.87212,158.223,parabank,Pohnpeian pohn1238a.txt,,,
p_portsandwichport1285,Port_Sandwich_port1285,port1285,psw,Port Sandwich,Austronesian,-16.4952,167.78,parabank,Port Sandwich port1285.txt,20171108,,
p_prakaaprak1243,Prakaa_prak1243,prak1243,,Prakaa,Sino-Tibetan,,,parabank,Prakaa prak1243.txt,20161201,,
p_protooceanicocea1241,Proto-Oceanic_ocea1241,ocea1241,,Oceanic,Austronesian,,,parabank,Proto-Oceanic ocea1241.txt,,,http://press-files.anu.edu.au/downloads/press/p69411/mobile/ch03s02.html
p_protosogeramsoge1235,Proto_Sogeram_soge1235,soge1235,,Sogeram,Nuclear Trans New Guinea,,,parabank,Proto_Sogeram_soge1235.txt,,,
p_pukapukapuka1242,Pukapuka_puka1242,puka1242,pkp,Pukapuka,Austronesian,-10.91,-165.83,parabank,Pukapuka puka1242.txt,,,
p_puluwatesepuluwatpulu1242,Puluwatese_(Puluwat)_pulu1242,pulu1242,puw,Puluwatese,Austronesian,7.35695,149.2005,parabank,Puluwatese (Puluwat) pulu1242.txt,20170401,,
p_raderhaderade1240,Rade_(Rhade)_rade1240,rade1240,rad,Rade,Austronesian,12.979,108.41,parabank,Rade (Rhade) rade1240.txt,20170530,,
p_ragahanohano1246,Raga_(Hano)_hano1246,hano1246,lml,Hano,Austronesian,-15.5432,168.167,parabank,Raga (Hano) hano1246.txt,20170712,,
p_ragahanothomasenneverhano1246b,Raga_(Hano_Thomas_Ennever)_hano1246b,hano1246,lml,Hano,Austronesian,-15.5432,168.167,parabank,Raga (Hano Thomas Ennever) hano1246b.txt,,,
p_rahambuuraha1237,Rahambuu_raha1237,raha1237,raz,Rahambuu,Austronesian,-3.24627,121.059,parabank,Rahambuu raha1237.txt,20161209,,
p_rakahangamanihikiraka1237,Rakahanga-Manihiki_raka1237,raka1237,rkh,Rakahanga-Manihiki,Austronesian,-10.03,-161.09,parabank,Rakahanga-Manihiki raka1237.txt,,,
p_rangioranwtuamotustuam1242,Rangiora_(NW_Tuamotus)_tuam1242,tuam1242,pmt,Tuamotuan,Austronesian,-16.17259,-146.321755,parabank,Rangiora (NW Tuamotus) tuam1242.txt,20170518,,
p_rapanuieasterislandrapa1244,Rapanui_(Easter_Island)_rapa1244,rapa1244,rap,Rapanui,Austronesian,-27.113,-109.342,parabank,Rapanui (Easter Island) rapa1244.txt,20170517,,
p_rarotongancookislandsmaoriraro1241,Rarotongan_(Cook_Islands_Maori)_raro1241,raro1241,rar,Southern Cook Island Maori,Austronesian,-21.23,-159.78,parabank,Rarotongan (Cook Islands Maori) raro1241.txt,20170602,,
p_ratagnonrata1245,Ratagnon_rata1245,rata1245,btn,Ratagnon,Austronesian,12.2785,121.187,parabank,Ratagnon rata1245.txt,20170616,,
p_rejangrejangesereja1240,Rejang_(Rejangese)_reja1240,reja1240,rej,Rejang,Austronesian,-3.33056,102.434,parabank,Rejang (Rejangese) reja1240.txt,20170713,,
p_riantanarian1263,Riantana_rian1263,rian1263,ran,Riantana,,-7.50746,138.484,parabank,Riantana rian1263.txt,20170322,,
p_riukbekatidayakbeka1241,Riuk_Bekati'_(Dayak)_beka1241,beka1241,bei,Riuk Bekati',Austronesian,1.3307,109.576,parabank,Riuk Bekati' (Dayak) beka1241.txt,20170614,,
p_rotokasroto1249,Rotokas_roto1249,roto1249,roo,Rotokas,,-5.94339,155.154,parabank,Rotokas roto1249.txt,20190717,,
p_rotumanrotu1241,Rotuman_rotu1241,rotu1241,rtm,Rotuman,Austronesian,-12.5008,177.066,parabank,Rotuman rotu1241.txt,20170713,,
p_routarout1237,Routa_rout1237,rout1237,,Routa,Austronesian,,,parabank,Routa rout1237.txt,20161209,,
p_rovianarovi1238,Roviana_rovi1238,rovi1238,rug,Roviana,Austronesian,-8.20493,157.408,parabank,Roviana rovi1238.txt,20170714,,
p_russianruss1263a,Russian_russ1263a,russ1263,rus,Russian,Indo-European,59.0,50.0,parabank,Russian russ1263.txt,20180413,"Filled out by NE, needs checking by native speaker. Does not include archaic terms like сыновец / сыновеца for (man's) brother's son/daughter, it would be good to fill out a separate Russian sheet (or more than one) for earlier systems]",
p_saaroasaar1237,Saaroa_saar1237,saar1237,sxr,Saaroa,Austronesian,23.2632,120.711,parabank,Saaroa saar1237.txt,20170621,,
p_samoansamo1305a,Samoan_samo1305a,samo1305,smo,Samoan,Austronesian,-13.92,-171.83,parabank,Samoan samo1305.txt,20170515,,
p_sangtamnagasang1321,Sangtam_Naga_sang1321,sang1321,nsa,Sangtam Naga,Sino-Tibetan,25.8581,94.6279,parabank,Sangtam Naga sang1321.txt,,Two clans use different terms wherever indecated by / . Cousin terminology depends on the birth order of speaker and cousin.,
p_saranganiblaansara1326,Sarangani_Blaan_sara1326,sara1326,bps,Sarangani Blaan,Austronesian,6.03691,125.354,parabank,Sarangani Blaan sara1326.txt,,,
p_sasaaa1241,Sa_saaa1241,saaa1241,sax,Sa,Austronesian,-15.9534,168.228,parabank,Sa saaa1241.txt,20180123,,
p_satawalesesata1237,Satawalese_sata1237,sata1237,stw,Satawalese,Austronesian,7.36084,147.038,parabank,Satawalese sata1237.txt,20170717,,
p_sawaisawa1247,Sawai_sawa1247,sawa1247,szw,Sawai,Austronesian,0.51111,128.086,parabank,Sawai sawa1247.txt,20170612,Data incomplete and source word list requires interpretation,
p_sekeskeseke1241,Seke_(Ske)_seke1241,seke1241,ske,Seke (Vanuatu),Austronesian,-15.8839,168.197,parabank,Seke (Ske) seke1241.txt,20180109,,
p_senbareiunua1237,Senbarei_unua1237,unua1237,onu,Unua,Austronesian,-16.2638,167.599,parabank,Senbarei unua1237.txt,,,
p_sherpasher1255,Sherpa_sher1255,sher1255,xsr,Solu-Khumbu Sherpa,Sino-Tibetan,27.674,86.9994,parabank,Sherpa sher1255.txt,20161201,,
p_siesyesiee1239,Sie_(Sye)_siee1239,siee1239,erg,Sie,Austronesian,-18.8181,169.166,parabank,Sie (Sye) siee1239.txt,20161208,,
p_sikaianasika1261,Sikaiana_sika1261,sika1261,sky,Sikaiana,Austronesian,-8.378194,162.72952,parabank,Sikaiana sika1261.txt,20170717,,"Capell, Arthur. 1935, 1936, 1936, 1936, 1937. The Sikayana language: A preliminary grammar and vocabulary and a Sikayana vocabulary. Journal of the Polynesian Society 44, 45, 45, 45, 46. 163-172, 9-16, 67-73, 142-153, 24-31. AND: sikaianaarchives.com/ethnography/chapter-6/"
p_sikasika1262,Sika_sika1262,sika1262,ski,Sika,Austronesian,-8.67302,122.38,parabank,Sika sika1262.txt,20170717,,
p_sonsorolsons1242,Sonsorol_sons1242,sons1242,sov,Sonsorol,Austronesian,5.328596,132.221282,parabank,Sonsorol sons1242.txt,20170712,,
p_sougbmani1235,Sougb_mani1235,mani1235,mnx,Sougb,,-1.49611,133.95,parabank,Sougb mani1235.txt,,,
p_southeastambrymsout2859,Southeast_Ambrym_sout2859,sout2859,tvk,Southeast Ambrym,Austronesian,-16.2975,168.211,parabank,Southeast Ambrym sout2859.txt,,,
p_southeastbabarsout2883,Southeast_Babar_sout2883,sout2883,vbb,Southeast Babar,Austronesian,-7.94359,129.8,parabank,Southeast Babar sout2883.txt,20170717,,
p_southefatesout2856a,South_Efate_sout2856a,sout2856,erk,South Efate,Austronesian,-17.7006,168.377,parabank,South Efate sout2856a.txt,,,
p_southtuvaluanvaitupusout2865,South_Tuvaluan_(Vaitupu)_sout2865,sout2865,,South Tuvaluan,Austronesian,,,parabank,South Tuvaluan (Vaitupu) sout2865.txt,20170516,,
p_southwesttannasout2869,Southwest_Tanna_sout2869,sout2869,nwi,Southwest Tanna,Austronesian,-19.57953,169.35603,parabank,Southwest Tanna sout2869.txt,20170717,,
p_sukisuki1245,Suki_suki1245,suki1245,sui,Suki,,-8.04783,141.842,parabank,Suki suki1245.txt,20170322,,
p_sulafagudusula1245,Sula_Fagudu_sula1245,sula1245,szn,Sula,Austronesian,-2.30765,125.966,parabank,Sula Fagudu sula1245.txt,20170608,Data incomplete and source word list requires interpretation,
p_sulamangolimang1408,Sula_Mangoli_mang1408,mang1408,mqc,Mangole,Austronesian,-1.87941,125.822,parabank,Sula Mangoli mang1408.txt,20170608,Data incomplete and source word list requires interpretation,
p_sundanesesund1252,Sundanese_sund1252,sund1252,sun,Sundanese,Austronesian,-6.89708,107.106,parabank,Sundanese sund1252.txt,20170718,,
p_sungagagemari1426i,Sungagage_mari1426i,mari1426,mrb,Sunwadia,Austronesian,-14.970047,168.057941,parabank,Sungagage mari1426i.txt,,,
p_sungwadagamari1426b,Sungwadaga_mari1426b,mari1426,mrb,Sunwadia,Austronesian,-14.970047,168.057941,parabank,Sungwadaga mari1426b.txt,,,
p_sungwadiamari1426a,Sungwadia_mari1426a,mari1426,mrb,Sunwadia,Austronesian,-14.970047,168.057941,parabank,Sungwadia mari1426a.txt,,,
p_sungwalogenalembaedwardmari1426g,Sungwaloge_(Nalemba_Edward)_mari1426g,mari1426,mrb,Sunwadia,Austronesian,-14.970047,168.057941,parabank,Sungwaloge (Nalemba Edward) mari1426g.txt,,,
p_sungwalogenalembasimeonetarimari1426f,Sungwaloge_(Nalemba_Simeone_Tari)_mari1426f,mari1426,mrb,Sunwadia,Austronesian,-14.970047,168.057941,parabank,Sungwaloge (Nalemba Simeone_Tari) mari1426f.txt,,,
p_sungwalogenavenvenemari1426d,Sungwaloge_(Navenvene)_mari1426d,mari1426,mrb,Sunwadia,Austronesian,-14.970047,168.057941,parabank,Sungwaloge (Navenvene) mari1426d.txt,,,
p_sungwalogetautamari1426e,Sungwaloge_(Tauta)_mari1426e,mari1426,mrb,Sunwadia,Austronesian,-14.970047,168.057941,parabank,Sungwaloge (Tauta) mari1426e.txt,,,
p_sungwalogetawetmari1426c,Sungwaloge_(Tawet)_mari1426c,mari1426,mrb,Sunwadia,Austronesian,-14.970047,168.057941,parabank,Sungwaloge (Tawet) mari1426c.txt,,,
p_sunwadiamari1426,Sunwadia_mari1426,mari1426,mrb,Sunwadia,Austronesian,-14.970047,168.057941,parabank,Sunwadia mari1426.txt,20180109,,
p_suzhoushan1293,Suzhou_shan1293,shan1293,,Shanghainese,Sino-Tibetan,31.222902,121.475372,parabank,Suzhou shan1293.txt,,,
p_suzhousuzh1234,Suzhou_suzh1234,suzh1234,,Suzhou,Sino-Tibetan,31.3280439,120.364116,parabank,Suzhou suzh1234.txt,,,
p_tadyawantady1237,Tadyawan_tady1237,tady1237,tdy,Tadyawan,Austronesian,13.0211,121.305,parabank,Tadyawan tady1237.txt,20170616,,
p_tagalogtaga1270,Tagalog_taga1270,taga1270,tgl,Tagalog,Austronesian,14.06,121.747,parabank,Tagalog taga1270.txt,20170406,,
p_tahitiantahi1242,Tahitian_tahi1242,tahi1242,tah,Tahitian,Austronesian,-17.6485,-149.45,parabank,Tahitian tahi1242.txt,20170518,,
p_tajiotaji1246,Tajio_taji1246,taji1246,tdj,Tajio,Austronesian,-0.31553,120.01,parabank,Tajio taji1246.txt,20161207,,
p_takiataki1248,Takia_taki1248,taki1248,tbc,Takia,Austronesian,-4.69057,145.975,parabank,Takia taki1248.txt,20170704,,
p_takuutaku1257,Takuu_taku1257,taku1257,nho,Takuu,Austronesian,-4.773094,157.032085,parabank,Takuu taku1257.txt,20161128,,
p_talibabutali1262,Talibabu_tali1262,tali1262,tlv,Taliabu,Austronesian,-1.79516,124.869,parabank,Talibabu tali1262.txt,20170608,Data incomplete and source word list requires interpretation,
p_talisetolotali1259,Talise_(Tolo)_tali1259,tali1259,tlr,Talise,Austronesian,-9.76764,160.231,parabank,Talise (Tolo) tali1259.txt,2017020,,
p_tamambomalo1243,Tamambo_malo1243,malo1243,mla,Tamambo,Austronesian,-15.6835,167.16,parabank,Tamambo malo1243.txt,,,
p_tanampedagitajetaje1237b,Tanampedagi_Taje_taje1237b,taje1237,pee,Taje,Austronesian,-0.72583,120.078,parabank,Tanampedagi Taje taje1237b.txt,,,
p_tangoamovonotang1347,Tangoa_(Movono)_tang1347,tang1347,tgp,Movono,Austronesian,-15.5643,166.958,parabank,Tangoa (Movono) tang1347.txt,20180109,,
p_tasikotasi1237,Tasiko_tasi1237,tasi1237,,Tasiko,Austronesian,,,parabank,Tasiko tasi1237.txt,20171010,,
p_taumakotaum1237,Taumako_taum1237,taum1237,,Taumako,Austronesian,,,parabank,Taumako taum1237.txt,20170515,,
p_tausugsulumorotaus1251,Tausug_(Sulu_Moro)_taus1251,taus1251,tsg,Tausug,Austronesian,5.12236,118.88,parabank,Tausug (Sulu Moro) taus1251.txt,20170406,,
p_tausugtaus1251a,Tausug_taus1251a,taus1251,tsg,Tausug,Austronesian,5.12236,118.88,parabank,Tausug taus1251a.txt,,,
